mountain_id,name,name_original,name_clean,alt_names,elev_final_m,elev_final_source,prom_final_m,prom_final_source,is_volc_final,is_volc_final_source,marker_size,expected_marker_size,marker_size_check,elev,prom,is_volc,coord,lat,lon,coord_source,prov,prov_psgc_code,region,region_name,region_code,isl_grp,prov_gis_original,region_gis_original,admin_note,peakvisor_name,peakvisor_elev_m,peakvisor_prom_m,peakvisor_elev_source_unit,peakvisor_prom_source_unit,peakvisor_elev_difference_m,peakvisor_elev_validation_flag,peakvisor_lat,peakvisor_lon,peakvisor_location_text,peakvisor_about_text,detail_url_peakvisor,url_source,detail_scrape_status,name_quickmap,lat_quickmap,lon_quickmap,elev_quickmap,quickmap_match,quickmap_distance_km,quickmap_validation_note,quickmap_status,quickmap_confidence,repo_name,repo_elev,repo_prom,repo_coord,repo_is_volc,repo_prov,repo_region,repo_isl_grp,repo_alt_names,repo_marker_size,repo_source_file,repo_match_status,repo_elev_difference,repo_elev_validation_flag,prom_enriched,prom_enrichment_source,is_volc_enriched,is_volc_enrichment_source,has_trail_info,trail_sentence,has_volcano_info,volcano_sentence,source,source_file,data_quality_notes,detail_url,osm_id,osm_type,osm_tags,geometry,index_right,dedup_group_id,dedup_action,dedup_original_index,dedup_row_score,peak_key,priority_group,elev_raw,source.1,best_group_elev,elev_filled_from_same_mountain,elev_after_same_mountain_fill,elev_after_external_fill,elev_external_source,elev_external_note,duplicate_donor_score,quickmap_score_attr,peakvisor_score_attr,repo_score_attr,attr_donor_score
palulian_10.4636_121.9347,Mount Palulian,Mount Palulian,palulian,[],396.0,original_elev,317.0,existing_row_value,,missing,small,small,correct,396.0,,,"10.4636145, 121.9347212",10.4636145,121.9347212,OpenStreetMap,Antique,600600000.0,Region VI,Region VI  (Western Visayas),600000000.0,Visayas,Antique,Western Visayas (Region VI),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,Mount Palulian,404.0,317.0,10°27′48″N 121°56′5″E,,['Antique'],['Region VI'],Visayas,[],small,antique.geojson,matched_repo_geojson,8.0,close_match,317.0,repo_geojson,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-westernvisayasregionvi.0.01.json,,,332021226,node,"{'ele': '396', 'ele:source': 'SRTM', 'gns:dsg': 'MT', 'gns:uni': '-3367097', 'is_in:province': 'ANT', 'name': 'Mount Palulian', 'natural': 'peak', 'source': 'GNS'}",POINT (121.9347212 10.4636145),63.0,,keep_unique,1806,189.7,mount palulian | antique | region vi,,396,OpenStreetMap,,False,396.0,396.0,already_filled_or_original,kept existing elevation,0,0,0,3,9
paly_10.6989_119.6957,Mount Paly,Mount Paly,paly,[],190.0,original_elev,,missing,,missing,small,small,correct,190.0,,,"10.6989237, 119.69568",10.6989237,119.69568,OpenStreetMap,Unassigned,,Unassigned,Unassigned,,Unassigned,,,Coordinate exists but did not match province boundary,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,,,,6395861988,node,"{'ele': '190', 'name': 'Mount Paly', 'natural': 'peak'}",POINT (119.69568 10.6989237),,,keep_unique,1807,139.9,mount paly | unassigned | unassigned,,190,OpenStreetMap,,False,190.0,190.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
pamalihi_8.6275_125.0609,Mount Pamalihi,Mount Pamalihi,pamalihi,[],2041.0,peakvisor_missing_elev_enrichment,330.0,existing_row_value,,missing,large,large,correct,,,,"8.6275247, 125.0609054",8.6275247,125.0609054,OpenStreetMap,Misamis Oriental,1004300000.0,Region X,Region X  (Northern Mindanao),1000000000.0,Mindanao,Misamis Oriental,Northern Mindanao (Region X),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,Pamalihi,1972.0,330.0,8°49′51″N 124°55′14″E,1.0,['Misamis Oriental'],['Region X'],Mindanao,[],large,misamis_oriental.geojson,matched_repo_geojson,,no_original_elevation,330.0,repo_geojson,1.0,repo_geojson,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-northernmindanaoregionx.0.01.json,,,332018986,node,"{'gns:dsg': 'MT', 'gns:uni': '-3367135', 'is_in:state': 'Misamis Oriental', 'name': 'Mount Pamalihi', 'natural': 'peak', 'source': 'GNS'}",POINT (125.0609054 8.6275247),38.0,dedup_00041,kept_best_consolidated,1809,214.4,mount pamalihi | misamis oriental | region x,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,1,3
pamalingpingan mountain_15.1256_120.1039,Mount Pamalingpingan Mountain,Pamalingpingan Mountain,pamalingpingan mountain,['Pamalingpingan Mountain'],502.0,peakvisor_missing_elev_enrichment,,missing,,missing,medium,medium,correct,,,,"15.125556, 120.103889",15.125556,120.103889,OpenStreetMap,Zambales,307100000.0,Region III,Region III (Central Luzon),300000000.0,Luzon,Zambales,Central Luzon (Region III),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralluzonregioniii.0.01.json,,,332020001,node,"{'gns:dsg': 'MT', 'gns:uni': '-3367137', 'is_in:state': 'Zambales', 'name': 'Pamalingpingan Mountain', 'natural': 'peak', 'source': 'GNS'}",POINT (120.103889 15.125556),81.0,,keep_unique,1810,140.0,mount pamalingpingan mountain | zambales | region iii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
pamapko_7.6837_125.3669,Mount Pamapko,Mount Pamapko,pamapko,[],750.0,original_elev,,missing,,missing,medium,medium,correct,750.0,,,"7.6837098, 125.3668823",7.6837098,125.3668823,OpenStreetMap,Bukidnon,1001300000.0,Region X,Region X  (Northern Mindanao),1000000000.0,Mindanao,Bukidnon,Northern Mindanao (Region X),,,,,,,,,,,,,,,,Mount Pamapko,7.68562,125.36548,,True,0.2626683722778691,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-northernmindanaoregionx.0.01.json,,,332021177,node,"{'ele': '750', 'name': 'Mount Pamapko', 'natural': 'peak', 'source:name': 'GNS', 'wikidata': 'Q31507030'}",POINT (125.3668823 7.6837098),34.0,,keep_unique,1811,190.8,mount pamapko | bukidnon | region x,,750,OpenStreetMap,,False,750.0,750.0,already_filled_or_original,kept existing elevation,0,3,0,0,30
pamilingan_11.3608_122.8189,Mount Pamilingan,Mount Pamilingan,pamilingan,[],264.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"11.360833, 122.818889",11.360833,122.818889,OpenStreetMap,Capiz,601900000.0,Region VI,Region VI  (Western Visayas),600000000.0,Visayas,Capiz,Western Visayas (Region VI),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-westernvisayasregionvi.0.01.json,,,332019608,node,"{'gns:dsg': 'MT', 'gns:uni': '-3367208', 'is_in:state': 'Capiz', 'name': 'Mount Pamilingan', 'natural': 'peak', 'source': 'GNS'}",POINT (122.818889 11.360833),64.0,,keep_unique,1812,140.0,mount pamilingan | capiz | region vi,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
paminuitan hill_9.6833_123.8667,Paminuitan Hill,Paminuitan Hill,paminuitan hill,[],101.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"9.683333, 123.866667",9.683333,123.866667,OpenStreetMap,Bohol,701200000.0,Region VII,Region VII  (Central Visayas),700000000.0,Visayas,Bohol,Central Visayas (Region VII),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralvisayasregionvii.0.01.json,,,332019286,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3367213', 'is_in:city': 'Tagbilaran City', 'name': 'Paminuitan Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (123.866667 9.683333),58.0,,keep_unique,1813,140.0,paminuitan hill | bohol | region vii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
pamitinan_14.7311_121.1915,Mount Pamitinan,Mount Pamitinan,pamitinan,[],380.0,original_elev,,missing,,missing,small,small,correct,380.0,,,"14.7311386, 121.1914613",14.7311386,121.1914613,OpenStreetMap,Rizal,405800000.0,Region IV-A,Region IV-A  (CALABARZON),400000000.0,Luzon,Rizal,CALABARZON (Region IV-A),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-calabarzonregioniva.0.01.json,,,332020783,node,"{'ele': '380', 'name': 'Mount Pamitinan', 'natural': 'peak', 'wikidata': 'Q31479942'}",POINT (121.1914613 14.7311386),53.0,,keep_unique,1814,140.4,mount pamitinan | rizal | region iv-a,,380,OpenStreetMap,,False,380.0,380.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
pampang_11.4833_124.3333,Mount Pampang,Mount Pampang,pampang,[],201.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"11.483333, 124.333333",11.483333,124.333333,OpenStreetMap,Leyte,803700000.0,Region VIII,Region VIII  (Eastern Visayas),800000000.0,Visayas,Leyte,Eastern Visayas (Region VIII),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-easternvisayasregionviii.0.01.json,,,332021764,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3367242', 'is_in:state': 'Leyte', 'name': 'Mount Pampang', 'natural': 'peak', 'source': 'GNS'}",POINT (124.333333 11.483333),71.0,,keep_unique,1815,140.0,mount pampang | leyte | region viii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
pamucuban_13.1958_120.8381,Mount Pamucuban,Mount Pamucuban,pamucuban,[],793.0,original_elev,,missing,,missing,medium,medium,correct,793.0,,,"13.195833, 120.838056",13.195833,120.838056,OpenStreetMap,Occidental Mindoro,1705100000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Occidental Mindoro,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,Mount Pamucuban,13.1874,120.8583,762.0,True,2.383807614278671,QuickMap match: coordinate close,Validated by QuickMap,High confidence,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332020676,node,"{'ele': '793', 'gns:dsg': 'MT', 'gns:uni': '-3367271', 'is_in:state': 'Mindoro Occidental', 'name': 'Mount Pamucuban', 'natural': 'peak', 'source': 'GNS'}",POINT (120.838056 13.195833),24.0,,keep_unique,1816,190.9,mount pamucuban | occidental mindoro | mimaropa,,793,OpenStreetMap,,False,793.0,793.0,already_filled_or_original,kept existing elevation,0,3,0,0,30
panaga_7.5005_123.3028,Mount Panaga,Mount Panaga,panaga,[],160.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"7.5005, 123.3028",7.5005,123.3028,OpenStreetMap,Zamboanga del Sur,907300000.0,Region IX,Region IX  (Zamboanga Peninsula),900000000.0,Mindanao,Zamboanga del Sur,Zamboanga Peninsula (Region IX),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-zamboangapeninsularegionix.0.01.json,,,332020771,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3367335', 'is_in:state': 'Zamboanga del Sur', 'name': 'Mount Panaga', 'natural': 'peak', 'source': 'GNS'}",POINT (123.3028 7.5005),5.0,,keep_unique,1817,140.0,mount panaga | zamboanga del sur | region ix,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
panagoawan hill_7.8701_124.7674,Panagoawan Hill,Panagoawan Hill,panagoawan hill,[],1250.0,original_elev,,missing,,missing,medium,medium,correct,1250.0,,,"7.8700626, 124.7674422",7.8700626,124.7674422,OpenStreetMap,Bukidnon,1001300000.0,Region X,Region X  (Northern Mindanao),1000000000.0,Mindanao,Bukidnon,Northern Mindanao (Region X),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-northernmindanaoregionx.0.01.json,,,332020019,node,"{'ele': '1250', 'gns:dsg': 'HLL', 'gns:uni': '-3367347', 'is_in:state': 'Bukidnon', 'name': 'Panagoawan Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (124.7674422 7.8700626),34.0,,keep_unique,1818,140.4,panagoawan hill | bukidnon | region x,,1250,OpenStreetMap,,False,1250.0,1250.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
panaigar_14.8667_120.25,Mount Panaigar,Mount Panaigar,panaigar,[],121.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"14.866667, 120.25",14.866667,120.25,OpenStreetMap,Zambales,307100000.0,Region III,Region III (Central Luzon),300000000.0,Luzon,Zambales,Central Luzon (Region III),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralluzonregioniii.0.01.json,,,332021007,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3367360', 'is_in:city': 'Olongapo City', 'name': 'Mount Panaigar', 'natural': 'peak', 'source': 'GNS', 'wikidata': 'Q30468743'}",POINT (120.25 14.866667),81.0,,keep_unique,1819,140.0,mount panaigar | zambales | region iii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
pananguan_11.0471_124.7184,Mount Pananguan,Mount Pananguan,pananguan,[],756.0,original_elev,,missing,,missing,medium,medium,correct,756.0,,,"11.0470885, 124.7183583",11.0470885,124.7183583,OpenStreetMap,Leyte,803700000.0,Region VIII,Region VIII  (Eastern Visayas),800000000.0,Visayas,Leyte,Eastern Visayas (Region VIII),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-easternvisayasregionviii.0.01.json,,,332018890,node,"{'ele': '756', 'gns:dsg': 'MT', 'gns:uni': '-3367452', 'is_in:state': 'Leyte', 'name': 'Mount Pananguan', 'natural': 'peak', 'source': 'GNS'}",POINT (124.7183583 11.0470885),71.0,,keep_unique,1820,140.4,mount pananguan | leyte | region viii,,756,OpenStreetMap,,False,756.0,756.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
panay_13.7229_120.8981,Mount Panay,Mount Panay,panay,[],501.0,original_elev,,missing,,missing,medium,medium,correct,501.0,,,"13.7229367, 120.8981269",13.7229367,120.8981269,OpenStreetMap,Batangas,401000000.0,Region IV-A,Region IV-A  (CALABARZON),400000000.0,Luzon,Batangas,CALABARZON (Region IV-A),,,,,,,,,,,,,,,,Mount Panay,13.723,120.898,501.0,True,0.015409321455998,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-calabarzonregioniva.0.01.json,,,12625272325,node,"{'ele': '501', 'loc_name': 'Pinagbanderahan', 'name': 'Mount Panay', 'natural': 'peak', 'wikidata': 'Q1672318'}",POINT (120.8981269 13.7229367),49.0,,keep_unique,1821,190.9,mount panay | batangas | region iv-a,,501,OpenStreetMap,,False,501.0,501.0,already_filled_or_original,kept existing elevation,0,3,0,0,30
pancol peak_10.9006_119.4011,Pancol Peak,Pancol Peak,pancol peak,[],459.0,original_elev,340.0,existing_row_value,,missing,small,small,correct,459.0,,,"10.900556, 119.401111",10.900556,119.401111,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,448.0,329.0,m_from_title,m_from_about,-11.0,close_match,10.900117,119.385413,Philippines Palawan,Pancol Peak (448m/1 470ft a.s.l.) is a hill in Philippines . The prominence is 329m/1 079ft.,https://peakvisor.com/peak/pancol-peak.html,slug_guess,scraped_with_keywords,Pancol Peak,10.9003,119.3855,446.0,True,1.7047820002813503,QuickMap match: coordinate close,Validated by QuickMap,High confidence,Pancol Peak,459.0,340.0,10°54′1″N 119°24′4″E,,['Palawan'],['Mimaropa'],Luzon,[],small,palawan.geojson,matched_repo_geojson,0.0,close_match,340.0,repo_geojson,,missing,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 329 m Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,False,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332019171,node,"{'ele': '459', 'gns:dsg': 'MT', 'gns:uni': '-3367555', 'is_in:state': 'Palawan', 'name': 'Pancol Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (119.401111 10.900556),26.0,,keep_unique,1822,251.9,pancol peak | palawan | mimaropa,small,459,OpenStreetMap,,False,459.0,459.0,already_filled_or_original,kept existing elevation,0,3,3,3,54
pandadagsaan_7.4425_126.2238,Mount Pandadagsaan,Mount Pandadagsaan,pandadagsaan,[],2650.0,original_elev,2553.0,existing_row_value,,missing,large,large,correct,2650.0,,,"7.4424702, 126.223843",7.4424702,126.223843,OpenStreetMap,Davao de Oro,1108200000.0,Region XI,Region XI (Davao Region),1100000000.0,Mindanao,Compostela Valley,Davao Region (Region XI),,,2650.0,2553.0,m_from_title,ft_converted_to_m,0.0,close_match,7.442592,126.223508,Philippines Davao de Oro New Bataan,"Mount Tagubud, also known as Mount Pandadagsaan or White Peak, is the highest mountain in the province of Davao de Oro in the Philippines with an elevation of 2,650 metres (8,694 ft) above sea level. Located in New Bataan Davao de Oro, Davao Region in the island of Mindanao Philippines, Mount Tagubud is the source of the Agusan River.",https://peakvisor.com/peak/mount-pandadagsaan.html,slug_guess,scraped_with_keywords,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 8 376 ft Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,False,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-davaoregionregionxi.0.01.json,,,332019913,node,"{'alt_name': 'White Peak', 'ele': '2650', 'is_in:municipality': 'New Bataan', 'is_in:province': 'Davao De Oro', 'name': 'Mount Pandadagsaan', 'natural': 'peak', 'old_name': 'Mount Tagubud', 'prominence': '2550', 'source:prominence': '2650-100 (Libasan)', 'wikidata': 'Q25051756', 'wikipedia': 'en:Mount Tagubud'}",POINT (126.223843 7.4424702),39.0,,keep_unique,1823,192.2,mount pandadagsaan | davao de oro | region xi,large,2650,OpenStreetMap,,False,2650.0,2650.0,already_filled_or_original,kept existing elevation,0,0,3,0,15
pandan_12.6333_123.5833,Mount Pandan,Mount Pandan,pandan,[],229.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"12.633333, 123.583333",12.633333,123.583333,OpenStreetMap,Unassigned,,Unassigned,Unassigned,,Unassigned,,,Coordinate exists but did not match province boundary,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,,,,332021492,node,"{'gns:dsg': 'MT', 'gns:uni': '-3367614', 'is_in:state': 'Masbate', 'name': 'Mount Pandan', 'natural': 'peak', 'source': 'GNS'}",POINT (123.583333 12.633333),,,keep_unique,1824,139.5,mount pandan | unassigned | unassigned,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
pang_6.0318_121.1166,Mount Pang,Mount Pang,pang,[],585.0,peakvisor_missing_elev_enrichment,,missing,,missing,medium,medium,correct,,,,"6.031751, 121.1166463",6.031751,121.1166463,OpenStreetMap,Sulu,906600000.0,Region IX,Region IX  (Zamboanga Peninsula),900000000.0,Mindanao,Sulu,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,,332019352,node,"{'gns:dsg': 'MT', 'gns:uni': '-3367726', 'is_in:state': 'Sulu', 'name': 'Mount Pang', 'natural': 'peak', 'source': 'GNS'}",POINT (121.1166463 6.031751),32.0,,keep_unique,1825,140.0,mount pang | sulu | region ix,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
pang pang_7.6596_123.1564,Mount Pang Pang,Mount Pang Pang,pang pang,[],237.0,original_elev,,missing,,missing,small,small,correct,237.0,,,"7.6596, 123.1564",7.6596,123.1564,OpenStreetMap,Zamboanga del Sur,907300000.0,Region IX,Region IX  (Zamboanga Peninsula),900000000.0,Mindanao,Zamboanga del Sur,Zamboanga Peninsula (Region IX),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-zamboangapeninsularegionix.0.01.json,,,332021535,node,"{'ele': '237', 'gns:dsg': 'HLL', 'gns:uni': '-3368003', 'is_in:state': 'Zamboanga del Sur', 'name': 'Mount Pang Pang', 'natural': 'peak', 'source': 'GNS'}",POINT (123.1564 7.6596),5.0,,keep_unique,1826,140.4,mount pang pang | zamboanga del sur | region ix,,237,OpenStreetMap,,False,237.0,237.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
pangalay-ayan_7.6231_125.3867,Mount Pangalay-ayan,Mount Pangalay-ayan,pangalay-ayan,[],740.0,original_elev,,missing,,missing,medium,medium,correct,740.0,,,"7.623056, 125.386667",7.623056,125.386667,OpenStreetMap,Davao del Norte,1102300000.0,Region XI,Region XI (Davao Region),1100000000.0,Mindanao,Davao del Norte,Davao Region (Region XI),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-davaoregionregionxi.0.01.json,,,332021375,node,"{'ele': '740', 'name': 'Mount Pangalay-ayan', 'natural': 'peak', 'old_name': 'Mount Pangalalayan', 'wikidata': 'Q31507174'}",POINT (125.386667 7.623056),40.0,,keep_unique,1827,140.4,mount pangalay-ayan | davao del norte | region xi,,740,OpenStreetMap,,False,740.0,740.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
pangas hill_6.105_120.9517,Pangas Hill,Pangas Hill,pangas hill,[],64.0,original_elev,,missing,,missing,small,small,correct,64.0,,,"6.105, 120.9517",6.105,120.9517,OpenStreetMap,Unassigned,,Unassigned,Unassigned,,Unassigned,,,Coordinate exists but did not match province boundary,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,,,,332019261,node,"{'ele': '64', 'gns:dsg': 'HLL', 'gns:uni': '9107128', 'is_in:state': 'Sulu', 'name': 'Pangas Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (120.9517 6.105),,,keep_unique,1828,139.9,pangas hill | unassigned | unassigned,,64,OpenStreetMap,,False,64.0,64.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
pangasinan hill_6.1244_120.9838,Pangasinan Hill,Pangasinan Hill,pangasinan hill,[],123.0,original_elev,,missing,,missing,small,small,correct,123.0,,,"6.1244, 120.9838",6.1244,120.9838,OpenStreetMap,Unassigned,,Unassigned,Unassigned,,Unassigned,,,Coordinate exists but did not match province boundary,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,,,,332021049,node,"{'ele': '123', 'gns:dsg': 'HLL', 'gns:uni': '9107126', 'is_in:state': 'Sulu', 'name': 'Pangasinan Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (120.9838 6.1244),,,keep_unique,1829,139.9,pangasinan hill | unassigned | unassigned,,123,OpenStreetMap,,False,123.0,123.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
